corpus_id,definition,present,present_1sg,imperfective,perfective,imperative,infinitive
916,he/she is catching him/her,ka'niyih,tsiniyih,kaniyihsk,uniyvh,hiniya,uniyht
918,he/she is hunting,kanohalitoh,tsino'alitoh,kanohalitoh,unohalitol,hinohalita,unohalitahst
920,he/she is flying,kanohil,tsino'il,kanohilihs,,hinohilihsehsti,
921,it’s flooding,kanohuki',,kanohukihsk,unohukan,,unohukot
922,he/she is causing it to sound,kanoyhvlhihstih,tsinoyvlihstih,kanoyhvlhihstihsk,unoyhvlhihsthan,hinoyhvlhihsta,unoyhvlhihstoht
924,it is blowing,kanolv'vhsk,,kanolv'vhsk,unolvn,,unolvt
925,he/she is stealing it,kanohski',tsinohski',kanohskihsk,unohskihs,hinohski,unohskihst
928,he/she is sinking,kanoyvk,tsinoyvk,kanoyvk,unoyvts,hinoyvki,unoyv'ihst
929,he/she is pulling him/her,kanhsane',tsinahsane',kanhsanehsk,unhsanehs,hinahsanaki,unhsanehst
931,he/she is dragging him/her,kanhsinek,tsinahsinek,kanhsinek,unhsinvhs,hinahsinuka,unhsinvhst
932,he/she is exiting,kanukok,tsinukok,kanukok,unukots,hinuko'i,unukohst
937,he/she is twisting him/her,kanutheyoh,tsinutheyoh,kanutheyoh,unutheyol,hinutheyaka,unutheyahst
938,he/she is missing him/her,kanvti',tsinvti',kanvtihsk,unvt,hinvta,unvtihst
940,he/she is falling from an upright position,kanvk,tsinvk,kanvk,unvts,hinvki,unv'ihst
941,he/she is cleaning him/her,kanvkalih,tsinvkali',kanvkalihsk,unvkalvh,hinvkala,unvkalht
942,he/she is hammering it,kanvkwalo',tsinvkwalo',kanvkwalohsk,unvkwalo',hinvkwalotsa,unvkwalohst
946,he/she is tying up a leg,kanvlhohih,tsinvlhohih,kanvlhohih,unvlholh,hinvlhoka,unvlhohst
949,he/she is tossing about,kanvtsitoh,tsinvtsitoh,kanvtsitoh,unvtsitol,hinvtsita,unvtsitahst
950,he/she is giving him/her an object,kanvneh,tsinvneh,kanvneh,unvnel,hinvhsi,unvneht
955,he/she is pushing him/her,kahsatohsk,tsiyahsatohsk,kahsatohsk,uwahsatoyh,hiyahsatoyha,uwahsatohst
956,he/she is rolling him/her,kahsakwalehih,tsiyahsakwalehih,kahsakwalehih,uwahsakwalelh,hiyahsakwaleka,uwahsakwalehst
960,he/she is attaching the object behind it,kahsanenatvhsk,tsihsanenatvhsk,kahsanenatvhsk,uwahsanenatvn,hihsanenatvka,uwahsanenatvt
965,it’s dripping,kahskwo'ih,,kahskwo'ih,uwahskwol,,uwahskwo'ihst
968,he/she is whistling,kahsvnhk,tsihsvnhk,kahsvnhk,uwahsvnhts,hihsvnhki,uwahsvnhst
969,he/she is piling it up,kahsvthvhsk,tsihsvthvhsk,kahsvthvhsk,uwahsvthan,hihsvthvka,uwahsvtht
970,it’s hanging,kath,,kath,,hathehsti,
973,he/she is stabbing him/her,kathih,tsiyathih,kathih,uwathilh,hiyathika,uwathihst
976,he/she is hanging it up,kathvhsk,ka'tvhsk,kathvhsk,uthan,hathvka,utht
977,he/she is joking,kawelhih,tsiwelhih,kawelhihsk,uwelhvnh,hiwelhvna,uwelhvht
978,he/she is resting him/her,kawehsolvhstih,tsiyawehsolvhstih,kawehsolvhstihsk,uyawehsolvhsthan,hiyawehsolvhsta,uyawehsolvhstoht
979,he/she is bathing him/her,kawo',tsiyawo',kawohsk,uwo',hiyawotsa,uwohst
980,he/she is replying,kawohiliyv',kawo'iliyv',kawohiliyvhsk,uwohiliyvhs,hawohiliyvna,uwohiliyvhst
981,he/she is lecturing him/her,kawonhtih,tsiwonhtih,kawonhtihsk,uwonhthan,hiwonhta,uwonhtoht
983,he/she is speaking,kawonih,tsiwonih,kawonihsk,uwonihs,hiwonihi,uwonihihst
986,he/she is sewing it,kayewhsk,tsiyewihsk,kayewhsk,uwayewhs,hiyewa,uwayewhst
992,he/she is feeding him/her,kelhoh,tsiyeloh,kelhoh,uwelhal,hiyeloka,uwelhst
993,he/she is howling,kelhuhvhsk,keluhvhsk,kelhuhvhsk,uwelhunh,helhuhvka,uwelhuhvhst
997,he/she is leading it by a leash,kelihsineh,tsiyelihsineh,kelihsineh,,hiyelihsinehehsti,uwelihsinvhst
1001,he/she is setting a post into the ground,kethvhsk,ke'tvhsk,kethvhsk,uwethin,hethvka,uwetht
1003,he/she has a nosebleed,kika tekhayvhskwo'ih,kika tekayvhskwo'ih,kika tekhayvhskwo'ih,kika tuyhvhskwol,kika thiyhvhskwotsa,kika tsuyhvhskwo'ihst
1014,he/she is leading him/her by the hand,kohinek,tsiyo'inek,kohinek,uwohinvhs,hiyo'inuka,uwohinvhst
1015,he/she is agreeing with him/her,kohiyhtaneh,tsiyo'iyhtaneh,kohiyhtaneh,uwohiyhtanel,hiyo'iyhtahsi,uwohiyhtaneht
1017,he/she is recognizing him/her,kolhk,tsiyolik,kolhk,uwolhts,hiyoliki,uwolhihst
1018,he/she understands it,kolhk,kolik,kolhk,uwolhts,holhki,uwolhihst
1021,he/she is getting full,kolhvhsk,kolvhsk,kolhvhsk,uwolhvhs,holhvhi,uwolhvhihst
1022,he/she is making it,kolhvhsk,kolhvhsk,kolhvhsk,uwolhvnh,holhvna,uwolhvnht
1023,he/she is making it fall,kohonhtih,ko'onhtih,kohonhtihsk,uwohonhthan,hohonhta,uwohonhtoht
1024,it’s falling,kohohsk,ko'ohsk,kohohsk,uwohohs,hohohi,uwohohihst
1027,he/she is writing it,kowheli',koweli',kowhelihsk,uwowhelan,howhelvka,uwowhelot
1030,he/she is pulling a trigger,kotsane',kotsane',kotsanehsk,uwotsanehs,hotsanaki,uwotsanehst
1033,he/she is smoking it,kokhsk,kokihsk,kokhsk,uwokhs,hoki,uwokhst
1038,he/she is batting it,kohstvnih,kohstvnih,kohstvnih,uwohstvnil,hohstvnika,uwohstvnihst
1040,he/she is saying to him/her,kohseh,tsiyohseh,kohseh,uwohsel,hiyohsi,uwohseht
1041,it’s swelling,kothihsk,kothihsk,kothihsk,uwothihs,hothihi,uwothihihst
1043,he/she is building a fire,kothvhsk,kotvhsk,kothvhsk,uwothan,hothvka,uwotht
1044,he/she is unhitching him/her,kutale',tsiyutale',kutalehsk,uwutalehs,hiyutalaki,uwutalehst
1045,he/she is hitching him/her up,kutalvhsk,tsiyutalvhsk,kutalvhsk,uwutalvn,hiyutalv'vka,uwutalvt
1050,he/she is putting a handle on a tool,kuhalhvhsk,ku'alhvhsk,kuhalhvhsk,uwuhalhan,huhalhvka,uwuhalht
1052,he/she is washing it,kuhilo',ku'ilo',kuhilohsk,uwuhilo',huhilotsa,uwuhilohst
1053,he/she is accusing him/her,kuhihstih,tsiyu'ihstih,kuhihstihsk,uwuhihsthan,hiyu'ihsta,uwuhihstoht
1055,he/she is covering it,kulhvhsk,kulhvhsk,kulhvhsk,uwulhvn,hulhv'vka,uwulhvt
1056,he/she is putting it in water,kuhvhsk,ku'vhsk,kuhvhsk,uwunh,huhvka,uwuht
1060,he/she is picking him/her up,kuthe',tsiyuthe',kuthehsk,uwuthehs,hiyuthaki,uwuthehst
1061,it’s snowing,kuthih,,kuthihsk,uwuthanh,,uwuthoht
1063,he/she is sifting it,kvkuhstih,kvkuhstih,kvkuhstihsk,uwakuhsthan,hvkuhsta,uwakuhstoht
1064,it’s leaking,kvkuhsk,,kvkuhsk,uwakuhs,,uwakuhst
1067,he/she is alive,kvnh,kvn,kvnh,,hvnhehsti,
1070,he/she is hitting him/her,kvnhih,tsiyvnih,kvnhih,uwanhil,hiyvnika,uwanhst
1071,he/she is cooking it,kvnhihstih,kvnihstih,kvnhihstihsk,uwanhihsthan,hvnhihsta,uwanhihstoht
1076,he/she is frying it,kvtsalhvhsk,kvtsalhvhsk,kvtsalhvhsk,uwvtsalhan,hvtsalhvka,uwvtsalht
1078,he/she is melting it,kvnawhtih,kvnawotih,kvnawhtihsk,uwanawhthan,hvnawhta,uwanawhtoht
1079,it’s melting,kvnawohsk,kvnawohsk,kvnawohsk,uwanawohs,hvnawohi,uwanawohihst
1081,he/she is sweeping it,kvnohsahsk,kvnohsahsk,kvnohsahsk,uwanohsah,hvnohsa,uwanohsahst
1082,it’s becoming done,kvnhsk,,kvnhsk,uwanhs,hvnhi,uwanhihst
1083,he/she is hiding it,kvhskalhvhsk,kvhskalhvhsk,kvhskalhvhsk,uwahskalhan,hvhskalhvka,uwahskalht
1084,he/she is hiding it,kvhskalati',kvhskalati',kvhskalatihskoi,uwahskalat,hvhskalata,uwahskalatihst
1085,he/she is hiding him/her,kvhskalvhsk,tsiyvhskalvhsk,kvhskalvhsk,uwahskalvn,hiyvhskalv'vka,uwahskalvt
1086,he/she is cracking it,kvhskwalo',kvhskwalo',kvhskwalohsk,uwahskwalo',hvhskwalotsa,uwahskwalohst
1087,he/she is putting it into a fire,kvthvhsk,kvtvhsk,kvthvhsk,uwvthan,hvthvka,uwvtht
1088,he/she is soaking it,kvwalhvhsk,kvwalhvhsk,kvwalhvhsk,uwvwalhan,hvwalhvka,uwvwalht
1119,he/she is returning,ika'luhk,itsi'luhk,ika'luhk,v'uluhts,tsihi'luhki,
1221,he/she is ascending an incline,khanaluhsk,tsinaluhsk,khanaluhsk,unhaluhs,hinhaluhi,unhaluhihst
1224,he/she is making him/her angry,khanalvhstih,tsinalvhstih,khanalvhstihsk,unhalvhsthan,hinalvhsta,unhalvhstoht
1227,he/she is rooting it out,khanahstetlih,tsinahstetlih,khanahstetlihsk,unhahstetlvh,hinhahstetla,unhahstelht
1229,he/she is cold,khanawok,tsinawok,khanawok,unhawots,hinhawoki,unhawohst
1230,he/she is speaking,khanek,tsinek,khanek,unhets,hinheki,unhehst
1231,he/she is prying it,khanekwatih,tsinekwatih,khanekwatihsk,unhekwatvh,hinhekwata,unhekwatht
1232,he/she is accumulating it,khanehkwo',tsinehkwo',khanehkwohsk,unhehkwo',hinhehkwotsa,unhehkwohst
1233,it’s accumulating,khanehkwok,,khanehkwok,unhehkwots,hinhehkwoki,unhehkwo'ihst
1234,he/she is mentioning it,khane'ihstih,tsine'ihstih,khane'ihstihsk,unhe'ihsthan,hinhe'ihsta,unhe'ihstoht
1235,it’s contaminated,khanehsalh,,khanehsalh,,,
1236,he/she is contaminating it,khanehsalhvhsk,tsinehsalhvhsk,khanehsalhvhsk,unhehsalhan,hinhehsalhvka,unhehsalht
1241,he/she is collecting from him/her,khanilhvhsk,tsinilhvhsk,khanilhvhsk,unhilhan,hinilhvka,unhilht
1246,he/she is telling it,khanoheh,tsinoheh,khanohehsk,unhohelh,hinhohvla,unhoheht
1247,he/she is omitting him/her,khanohiya',tsinohiya',khanohiyahsk,unhohiy,hinohiya,unhohiyahst
1249,he/she is fanning him/her,khanoyeh,tsinoyeh,khanoyehsk,unhoyeh,hinoyvla,unhoyeht
1253,it’s misting,khanuyolati',,khanuyolatihsk,unhuyola't,,unhuyolatihst
1254,he/she is straining it,khanvhsolvhstih,tsinvhsolvhstih,khanvhsolvhstihsk,unhvhsolvhsthan,hinhvhsolvhsta,unhvhsolvhstoht
1256,he/she is curing him/her,khanvwi',tsinvwi',khanvwihsk,unhvwan,hinvwvka,unhvwot
1258,he/she is breathing,khawolate',ka'wolate',khawolatehsk,uwholatehs,hawholataki,uwholatehst
1261,he/she is parting with him/her,khtek,tsiyvtek,khtek,uwhtets,hiyvteki,uwhte'ihst
1262,he/she is using it,khtih,kvtih,khtihsk,uwhthan,hvhta,uwhtoht
1263,he/she is putting out a fire,khtlati',kvtlati',khtlatihsk,uwhtlat,hvhtlata,uwhtlatihst
1264,he/she is sharpening it,khtlih,kvtlih,khtlihsk,uwhtlvh,hvhtla,uwhtlvht
1265,it is going out,khtlohsk,,khtlohsk,uwhtlohs,hvhtlohi,uwhtlohihst
1266,he/she is putting it into a fire,khtv'vhsk,kvtv'vhsk,khtv'vhsk,uwhtvn,hvhtv'vka,uwhtvt
1267,he/she is mingling with a group,khelatitoh,ke'latitoh,khelatitoh,uwhelatitol,helatita,uwhelatitahst
1270,he/she is linking it,khilhvhsk,kv'ilhvhsk,khilhvhsk,uwhilhan,hvhilhvka,uwhilht
1277,he/she is shaking it,khtsakv'vhsk,tsiyvtsakv'vhsk,khtsakv'vhsk,uwhtsakvn,hiyvtsakvyha,uwhtsakvt
1285,it is hanging,khtho',,khtho',,hatho'ehsti,
1286,he/she is hanging it up,khthohsati',kathohsati',khthohsatihsk,uwhthohsat,hathohsata,uwhthohsatihst
1301,there are,nani',notsi',nani',,nitsi'ehsti,
1306,he/she is saying it,nikawe',nitsiwe',nikawehsk,nuwehs,nhiwi,iyuwehst
1308,he/she is taking it off,nikvnhte',nikvnhte',nikvnhtehsk,nuwanhtehs,nhvnhtaki,iyuwanhtehst
1309,he/she is putting it on,nikvnhtih,nikvnhtih,nikvnhtihsk,nuwanhthan,nhvnhta,iyuwanhtoht
1323,he/she has something on,nuwanht,nakwvnht,nuwanht,nuwanht,nitsvnhtehsti,
1450,he/she is in prayer,utatolihst,akwatatolihst,utatolihst,utatolihst,tsatatolihstehsti,utatolihstoht
1451,he/she loves,utakeyuh,akwatakeyuh,utakeyuhs,utakeyuhs,tsatakeyuhsehsti,utakeyht
1459,it’s wrinkled,utanekoyuh,akwatanekoyuh,utanekoyuhs,utanekoyuhs,tsatanekoyuhsehsti,
1462,he/she feels,utanhth,akwatanhth,utanhth,utanhth,tsatanhthehsti,utanhtatihst
1470,it’s in view,utayvlath,akwatayvlath,utayvlath,utayvlath,tsatayvlathehsti,utayvlatht
1471,he/she is throwing it,utek,akwatek,utek,utinvhs,tsatuka,utinvt
1476,he/she is having a birthday,utethiyih,akwatethiyih,utethiyihsk,utethiyvh,tsatethiya,utethiyht
1478,it’s hot,utilhehk,,utilhehk,utilhehk,tsatilhehkehsti,
1479,he/she has a fever,utilhehvhsk,akwatilhehvhsk,utilhehvhsk,utilhehvhsk,tsatilhehvhi,utilhehvhst
1480,he/she is in hiding,utihskalh,akwatihskalh,utihskalh,utihskalh,tsatihskalhehsti,utihskalht
1481,he/she is getting well,utiwhsk,akwatiwhsk,utiwhsk,utiwhs,tsatiwhi,utiwhihst
1483,there’s an opening,utlanvt,,utlanvt,utlanvt,,
1484,he/she has time,utlanvta'teh,akwatlanvta'teh,utlanvta'teh,utlanvta'tel,tsatlanvtatihsi,utlanvta'teht
1485,he/she is disbelieving,utlahsithv'eh,akwatlahsithv'eh,utlahsithv'eh,utlahsithv'el,tsatlahsithvhsi,utlahsithv'eht
1487,he/she is taking revenge,utlek,akwatlek,utlek,utlets,tsatleki,utle'ihst
1489,he/she is wearing an earring,utli'at,akwatli'at,utli'at,utli'at,tsatli'atehsti,
1493,he/she is sick,utlvk,akhtlvk,utlvk,utlvk,tstlvki,utlv'ihst
1505,he/she is standing in liquid,utuh,akwatuh,utuhs,utuhs,tsatuhsehsti,utuht
1507,he/she wants it,utulih,akwatulih,utulihsk,utulvh,tsatula,utulht
1508,he/she is willing,utvnv'ihst,akwatvnv'ihst,utvnv'ihst,utvnv'ihst,tsatvnv'ihstehsti,
1514,he/she is becoming warm,ukanawohsk,akikanawohsk,ukanawohsk,ukanawohs,tsakanawohi,ukanawohihst
1516,he/she is possessive of him/her,ukeyuh,tsikeyu',ukeyuhs,ukeyuhs,hikeyuhsehsti,ukeyht
1523,he/she is late,ukonhiyok,akikonhiyok,ukonhiyok,ukonhiyots,tsakonhiyoki,ukonhiyohst
1524,it’s decaying,ukohsk,akikohsk,ukohsk,ukohs,tsakohi,ukohihst
1530,he/she has an object,uh,akih,uh,uh,tsahehsti,
1531,he/she is yawning,uhalhokeh,akhalhokeh,uhalhokehsk,uhalhokeh,tsahalhokvla,uhalhokeht
1534,he/she is having trouble breathing,uhawohstih,akihawohstih,uhawohstihsk,uhawohsthan,tsahawohsta,uhawohstoht
1535,there is dew,uhihsath,akihihsath,uhihsath,uhihsath,tsahihsathehsti,
1536,he/she is lonesome,uhihsohtaneh,akhihsohtaneh,uhihsohtaneh,uhihsohtanel,tsahihsohtahsi,uhihsohtaneht
1537,it’s lonesome,uhihsoht,,uhihsoht,uhihsoht,,
1544,he/she is becoming angry,unhalvk,akhinalvk,unhalvk,unhalvts,tshanalvki,unhalv'ihst
1545,he/she is angry,unhalvh,akhinalvh,unhalvhs,unhalvhs,tshanalvhsehsti,
1548,he/she is stubbing his/her toe,unhahskwalo',akhinahskwalo',unhahskwalohsk,unhahskwalo',tshanahskwalotsa,unhahskwalohst
1551,he/she has a chill,unhawahstih,akhinawahstih,unhawahstihsk,unhawahsthan,tshanawahsta,unhawahstoht
1554,he/she is in bed,unhih,akwanhih,unhih,unhih,tsanhihehsti,
1557,he/she is wearing a shirt,unhuw,akwanhuw,unhuw,unhuw,tsanhuwehsti,
1561,he/she is buying it,uwhahsk,akhiwahsk,uwhahsk,uwhahs,tshawahi,uwhahihst
1563,he/she is looking for it,uyhoh,akiyhoh,uyhoh,uyhal,tsayhka,uyhst
1564,he/she is afloat,uyholuh,akhiyoluh,uyholuhs,uyholuhs,hiyholuhvka,uyholuht
1569,it is cold,uyhvtl,,uyhvtl,uyhvtl,,
1570,he/she has a cold,uyhvtla uniyih,uyhvtla aki'niyih,uyhvtla uniyihsk,uyhvtla uniyvh,uyhvtla witsa'niya,uyhvtla uniyht
1571,he/she is choking on it,uyhvhtsinvthk,akhiyvhtsinvthk,uyhvhtsinvthk,uyhvhtsinvts,tshayvhtsinvthki,uyhvhtsinvtst
1572,he/she is getting drunk,uyhvhste',akhiyvhste',uyhvhstehsk,uyhvhsta',tshayvhstaka,uyhvhstehst
1576,he/she is inside it,utsa',akwatsa',utsa',utsa',tsatsa'ehsti,
1580,he/she is grinning,utsetst,akwatsetst,utsetst,utsetst,hatsetsta,utsetstoht
1585,it’s rattling,utsonath,akwatsonath,utsonath,utsonath,hatsonathvka,utsonatht
1592,it’s sticking out,ukhsath,akwakhsath,ukhsath,ukhsath,tsakhsathehsti,ukhsatht
1593,he/she is watching him/her,ukhsehst,tsiyakahsehst,ukhsehst,ukhsehst,hiyakahsehstehsti,ukhsehstoht
1597,it’s foggy,ukhvhat,akikhvhat,ukhvhat,ukhvhat,tsakhvhatehsti,
1599,he/she is not having luck at hunting,ukwholek,akikwholek,ukwholek,ukwholvhs,tsakwholuka,ukwholvhst
1602,he/she is losing his/her way,ulenahih,akwalenahih,ulenahih,ulenalh,tsalenaka,ulenahst
1604,he/she is making a mistake,ulitahstih,akilitahstih,ulitahstihsk,ulitahsthan,tsalitahsta,ulitahstoht
1612,he/she is whining,uliyetih,akiliyetih,uliyetihsk,uliyethan,tsaliyeta,uliyetoht
1613,he/she is wearing a ring,uliyehsuhsthk,akwaliyehsuhsthk,uliyehsuhsthk,uliyehsuhsthk,tsaliyehsuhsthkehsti,
1614,it’s cloudy,ulokil,,ulokil,ulokil,,
1616,it’s happening to him,ulhstanheh,akwalhstanheh,ulhstanheh,ulhstanhel,tsalhstahsi,ulhstanheht
1618,he/she is wearing a cap,ulhstul,akwalhstul,ulhstul,ulhstul,tsalhstulehsti,
1621,he/she is sticking his/her head out,ulhskwalut,akwalhskwalut,ulhskwalut,ulhskwalut,tsalhskwalutehsti,
1622,he/she is wearing a hat,ulhskwethuhk,akwalhskwethuhk,ulhskwethuhk,ulhskwethuhk,tsalhskwethuhkehsti,
1623,it’s dark,ulhsihk,,ulhsihk,ulhsihk,tsalhsihkehsti,
1627,he/she likes him/her,ulvkwht,tsilvkwot,ulvkwht,ulvkwht,hilvkwota,ulvkwhtoht
1629,he/she has an object,una',akina',una',una',tsana'ehsti,
1632,they are together,unalikoh,okalikoh,unalikohs,unalikohs,itsalikohsehsti,
1639,he/she is being mean,unekuts,akinekuts,unekuts,unekuts,tsanekutsehsti,
1642,he/she has a liquid,uneh,akineh,uneh,uneh,tsanehehsti,uneht
1646,he/she knows it,unhth,akwanhth,unhth,unhth,tsanhthehsti,
1649,it is making a sound,unoyhvhk,akinoyhvhk,unoyhvhk,unoyhvlhs,tsanoyhvla,unoyhvlhihst
1664,he/she is receiving punishment,uhstvti',akhstvti',uhstvtihsk,uhstvt,tstvta,uhstvtihst
1671,he/she is coughing,uhsiwhahsk,akhsiwhahsk,uhsiwhahsk,uhsiwhah,tsiwhahi,uhsiwhahihst
1677,he/she is wearing pants,uhsul,akwahsul,uhsul,uhsul,tsahsulehsti,
1681,he/she is going to bed,uhsvhih,akhsvhih,uhsvhih,uhsvlh,tsvha,uhsvhst
1683,he/she is thirsty,uthateki',akhthateki',uthatekihsk,uthatekan,tsthatekvka,uthatekot
1684,he/she is becoming enraged,uthalhawohsk,akhthalhawohsk,uthalhawohsk,uthalhawohs,tsthalhawohi,uthalhawohihst
1693,he/she is listening to him/her,uthvtahst,tsiyathvtahst,uthvtahst,uthvtahst,hiyathvtahstehsti,uthvtahstoht
1698,he/she is forgetting it,uwakhewhsk,akwvkhewhsk,uwakhewhsk,uwakhewhs,witsvkhewa,uwakhewhihst
1699,he/she is belching,uwakhulek,akikhulek,uwakhulek,uwakhulets,tsakhuleki,uwakhule'ihst
1700,he/she is shivering,uwanawi',akinawi',uwanawihsk,uwanaw,tsanawa,uwanawihst
1704,he/she is in a hurry,uwanvk,akwvnvk,uwanvk,uwanvk,tsvnvki,uwanvhst
1708,he/she smells it,uwawhsvk,akiwhsvk,uwawhsvk,uwawhsvts,tsawhsvki,uwawhsvhst
1709,he/she has an object,uway,akwvy,uway,uway,tsvyehsti,
1710,he/she is aching,uwehihstaneh,akwehihstaneh,uwehihstaneh,uwehihstanel,tsehihstahsi,uwehihstaneht
1711,he/she is yelling,uwelhuhk,akwelhuhk,uwelhuhk,uwelhunh,helhuhvka,uwelhuhvhst
1719,he/she has it,uwekhah,akikhah,uwekhah,uwekhah,tsekhahehsti,
1721,he/she is worried,uwelihi',akwelihi',uwelihihsk,uwelihihsk,tselihihskehsti,uwelihihst
1729,he/she is confident,uwohiyuh,akwohiyuh,uwohiyuhs,uwohiyuhs,tsohiyuhsehsti,
1730,he/she is sitting,uwolh,akwolh,uwolh,uwolh,tsolhehsti,
1739,he/she is laughing,uyetsk,akiyetsk,uyetsk,uyets,tsayetsa,uyetst
1740,he/she is itching,uyote',akiyote',uyotehsk,uyotehsk,tsayotaka,uyotehst
1741,he/she is losing it,uyohuhseh,akiyohuhseh,uyohuhseh,uyohuhsel,tsayohuhsi,uyohuhseht
1745,he/she is hungry,uyohsih,akiyohsih,uyohsihsk,uyohsihsk,tsayohsihsa,uyohsihsoht
1754,he/she is sending on object,wati',witsiti',watihsk,wut,whita,wutihst
1761,he/she is sending it,wahvhsk,witsi'vhsk,wahvhsk,wunh,whihvka,wuht
1765,he/she is heading in the direction of,wakhth,witsikath,wakhth,wakhth,whikhthehsti,
1774,he/she is sending it,wikakhahvhsk,witsiyakhahvhsk,wikakhahvhsk,wuwakhan,whiyakhahvka,wuwakhoht
1775,he/she is sending it,wikanehvhsk,witsine'vhsk,wikanehvhsk,wunenh,whinehvka,wuneht
1776,he/she is sending it,wikanv'vhsk,witsinv'vhsk,wikanv'vhsk,wunvn,whinv'vka,wunvt
1778,he/she is going out of sight,wutelik,wakwatelik,wutelik,wutelits,witsateliki,wutelihst
