definition,class,root,success,ambiguous_forms,notes
he/she is crossing it,become-ki,hsoh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is crossing it,become-ki[inf4],hsoh,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is explaining it,cause[perf2],ohsihs,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is explaining it,cause[perf2],ohsihs,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is explaining it,cause[pres2-perf2],ohsihsih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is explaining it,cause[pres2-perf2],ohsihsih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause,ukht,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause,ukht,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause[perf3],ukht,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause[perf3],ukht,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause[pres2],ukhtih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause[pres2],ukhtih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause[pres2-perf3],ukhtih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is deciding,cause[pres2-perf3],ukhtih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is washing,e-a,vtiy,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is washing,e-a,vtiy,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling,rev-i,vthoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is shelling,rev-i,vthoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is turning him/her over,go-in,lhihkwat,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is turning him/her over,go-in,lhihkwat,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is turning him/her over,go-in,lhihkwat,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is turning him/her over,go-in,lhihkwat,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-gi,nho,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-gi,nho,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-gi,nho,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-gi,nho,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-i,nhok,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-i,nhok,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-i,nhok,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is singing,rev-i,nhok,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp2],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp2],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp2],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp2],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp4],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp4],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp4],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst[imp4],nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-la,nhuko,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-la,nhuko,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-la,nhuko,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-la,nhuko,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst,nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst,nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst,nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is clawing him/her,sk-s-hst,nhuko,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,go[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],yhvhsko'ih,True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,cause[pres2],ayvhsko'ihh,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,ayvhsko'h,False,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
to come out of the nose,ih-l,yhvhsko',True,present;imperfective;perfective;infinitive,Ambiguity implies lossy rule reversal
